Time [s],Value,Parity Error,Framing Error
13.5419800000,0xC0,,
13.5430350000,0x5C,,
13.5440850000,0x80,,
13.5451350000,0x5C,,
13.5461850000,0xC0,,
13.5472350000,0x5C,,
13.5482850000,0x82,,
13.5493350000,0xCA,,
13.5503850000,0x5C,,
13.5514400000,0x5C,,
13.5524900000,0xC8,,
13.5535400000,0x5C,,
13.5545900000,0xE2,,
13.5556400000,0x7C,,
13.8014900000,0x3C,,
13.8025400000,0xC0,,
13.8035950000,0x5C,,
13.8046450000,0x80,,
13.8056950000,0x5C,,
13.8067450000,0xC0,,
13.8077950000,0x5C,,
13.8088450000,0x82,,
13.8098950000,0xCA,,
13.8109500000,0x5C,,
13.8120000000,0x5C,,
13.8130500000,0xC8,,
13.8141000000,0x5C,,
13.8151500000,0xE2,,
13.8162000000,0x7C,,
14.0617100000,0x3C,,
14.0627600000,0xC0,,
14.0638100000,0x5C,,
14.0648650000,0x80,,
14.0659150000,0x5C,,
14.0669650000,0xC0,,
14.0680150000,0x5C,,
14.0690650000,0x82,,
14.0701150000,0xCA,,
14.0711650000,0x5C,,
14.0722200000,0x5C,,
14.0732700000,0xC8,,
14.0743200000,0x5C,,
14.0753700000,0xE2,,
14.0764200000,0x7C,,
14.3256700000,0x3C,,
14.3267200000,0xC0,,
14.3277700000,0x5C,,
14.3288200000,0x80,,
14.3298700000,0x5C,,
14.3309200000,0xC0,,
14.3319750000,0x5C,,
14.3330250000,0x82,,
14.3340750000,0xCA,,
14.3351250000,0x5C,,
14.3361750000,0x5C,,
14.3372250000,0xC8,,
14.3382750000,0x5C,,
14.3393250000,0xE2,,
14.3403800000,0x7C,,
14.5864150000,0x3C,,
14.5874650000,0xC0,,
14.5885150000,0x5C,,
14.5895700000,0x80,,
14.5906200000,0x5C,,
14.5916700000,0xC0,,
14.5927200000,0x5C,,
14.5937700000,0x82,,
14.5948200000,0xCA,,
14.5958700000,0x5C,,
14.5969200000,0x5C,,
14.5979750000,0xC8,,
14.5990250000,0x5C,,
14.6000750000,0xE2,,
14.6011250000,0x7C,,
14.8526950000,0x3C,,
14.8537450000,0xC0,,
14.8547950000,0x5C,,
14.8558500000,0x80,,
14.8569000000,0x5C,,
14.8579500000,0xC0,,
14.8590000000,0x5C,,
14.8600500000,0x82,,
14.8611000000,0xCA,,
14.8621500000,0x5C,,
14.8632050000,0x5C,,
14.8642550000,0xC8,,
14.8653050000,0x5C,,
14.8663550000,0xE2,,
14.8674050000,0x7C,,
15.1082200000,0x3C,,
15.1092700000,0xC0,,
15.1103250000,0x5C,,
15.1113750000,0x80,,
15.1124250000,0x5C,,
15.1134750000,0xC0,,
15.1145250000,0x5C,,
15.1155750000,0x82,,
15.1166250000,0xCA,,
15.1176800000,0x5C,,
15.1187300000,0x5C,,
15.1197800000,0xC8,,
15.1208300000,0x5C,,
15.1218800000,0xE2,,
15.1229300000,0x7C,,
15.3648400000,0x3C,,
15.3658900000,0xC0,,
15.3669400000,0x5C,,
15.3679900000,0x80,,
15.3690400000,0x5C,,
15.3700900000,0xC0,,
15.3711400000,0x5C,,
15.3721950000,0x82,,
15.3732450000,0xCA,,
15.3742950000,0x5C,,
15.3753450000,0x5C,,
15.3763950000,0xC8,,
15.3774450000,0x5C,,
15.3784950000,0xE2,,
15.3795500000,0x7C,,
15.6352250000,0x3C,,
15.6362750000,0xC0,,
15.6373250000,0x5C,,
15.6383750000,0x80,,
15.6394250000,0x5C,,
15.6404750000,0xC0,,
15.6415250000,0x5C,,
15.6425750000,0x82,,
15.6436300000,0xCA,,
15.6446800000,0x5C,,
15.6457300000,0x5C,,
15.6467800000,0xC8,,
15.6478300000,0x5C,,
15.6488800000,0xE2,,
15.6499300000,0x7C,,
15.8889650000,0x3C,,
15.8900200000,0xC0,,
15.8910700000,0x5C,,
15.8921200000,0x80,,
15.8931700000,0x5C,,
15.8942200000,0xC0,,
15.8952700000,0x5C,,
15.8963200000,0x82,,
15.8973700000,0xCA,,
15.8984250000,0x5C,,
15.8994750000,0x5C,,
15.9005250000,0xC8,,
15.9015750000,0x5C,,
15.9026250000,0xE2,,
15.9036750000,0x7C,,
16.1589650000,0x3C,,
16.1600150000,0xC0,,
16.1610650000,0x5C,,
16.1621150000,0x80,,
16.1631650000,0x5C,,
16.1642200000,0xC0,,
16.1652700000,0x5C,,
16.1663200000,0x82,,
16.1673700000,0xCA,,
16.1684200000,0x5C,,
16.1694700000,0x5C,,
16.1705200000,0xC8,,
16.1715750000,0x5C,,
16.1726250000,0xE2,,
16.1736750000,0x7C,,
16.4196650000,0x3C,,
16.4207150000,0xC0,,
16.4217650000,0x5C,,
16.4228150000,0x80,,
16.4238650000,0x5C,,
16.4249150000,0xC0,,
16.4259700000,0x5C,,
16.4270200000,0x82,,
16.4280700000,0xCA,,
16.4291200000,0x5C,,
16.4301700000,0x5C,,
16.4312200000,0xC8,,
16.4322700000,0x5C,,
16.4333250000,0xE2,,
16.4343750000,0x7C,,
16.6885850000,0x3C,,
16.6896350000,0xC0,,
16.6906850000,0x5C,,
16.6917350000,0x80,,
16.6927850000,0x5C,,
16.6938400000,0xC0,,
16.6948900000,0x5C,,
16.6959400000,0x82,,
16.6969900000,0xCA,,
16.6980400000,0x5C,,
16.6990900000,0x5C,,
16.7001400000,0xC8,,
16.7011950000,0x5C,,
16.7022450000,0xE2,,
16.7032950000,0x7C,,
16.9603400000,0x3C,,
16.9613900000,0xC0,,
16.9624400000,0x5C,,
16.9634900000,0x80,,
16.9645400000,0x5C,,
16.9655950000,0xC0,,
16.9666450000,0x5C,,
16.9676950000,0x82,,
16.9687450000,0xCA,,
16.9697950000,0x5C,,
16.9708450000,0x5C,,
16.9718950000,0xC8,,
16.9729500000,0x5C,,
16.9740000000,0xE2,,
16.9750500000,0x7C,,
17.2305800000,0x3C,,
17.2316300000,0xC0,,
17.2326800000,0x5C,,
17.2337300000,0x80,,
17.2347850000,0x5C,,
17.2358350000,0xC0,,
17.2368850000,0x5C,,
17.2379350000,0x82,,
17.2389850000,0xCA,,
17.2400350000,0x5C,,
17.2410850000,0x5C,,
17.2421400000,0xC8,,
17.2431900000,0x5C,,
17.2442400000,0xE2,,
17.2452900000,0x7C,,
17.4845100000,0x3C,,
17.4855600000,0xC0,,
17.4866100000,0x5C,,
17.4876600000,0x80,,
17.4887100000,0x5C,,
17.4897600000,0xC0,,
17.4908150000,0x5C,,
17.4918650000,0x82,,
17.4929150000,0xCA,,
17.4939650000,0x5C,,
17.4950150000,0x5C,,
17.4960650000,0xC8,,
17.4971150000,0x5C,,
17.4981650000,0xE2,,
17.4992200000,0x7C,,
17.7518550000,0x3C,,
17.7529050000,0xC0,,
17.7539550000,0x5C,,
17.7550100000,0x80,,
17.7560600000,0x5C,,
17.7571100000,0xC0,,
17.7581600000,0x5C,,
17.7592100000,0x82,,
17.7602600000,0xCA,,
17.7613100000,0x5C,,
17.7623650000,0x5C,,
17.7634150000,0xC8,,
17.7644650000,0x5C,,
17.7655150000,0xE2,,
17.7665650000,0x7C,,
18.0194950000,0x3C,,
18.0205450000,0xC0,,
18.0216000000,0x5C,,
18.0226500000,0x80,,
18.0237000000,0x5C,,
18.0247500000,0xC0,,
18.0258000000,0x5C,,
18.0268500000,0x82,,
18.0279000000,0xCA,,
18.0289500000,0x5C,,
18.0300050000,0x5C,,
18.0310550000,0xC8,,
18.0321050000,0x5C,,
18.0331550000,0xE2,,
18.0342050000,0x7C,,
18.2834800000,0x3C,,
18.2845300000,0xC0,,
18.2855800000,0x5C,,
18.2866350000,0x80,,
18.2876850000,0x5C,,
18.2887350000,0xC0,,
18.2897850000,0x5C,,
18.2908350000,0x82,,
18.2918850000,0xCA,,
18.2929350000,0x5C,,
18.2939900000,0x5C,,
18.2950400000,0xC8,,
18.2960900000,0x5C,,
18.2971400000,0xE2,,
18.2981900000,0x7C,,
18.5479000000,0x3C,,
18.5489500000,0xC0,,
18.5500000000,0x5C,,
18.5510500000,0x80,,
18.5521050000,0x5C,,
18.5531550000,0xC0,,
18.5542050000,0x5C,,
18.5552550000,0x82,,
18.5563050000,0xCA,,
18.5573550000,0x5C,,
18.5584050000,0x5C,,
18.5594550000,0xC8,,
18.5605100000,0x5C,,
18.5615600000,0xE2,,
18.5626100000,0x7C,,
18.8083300000,0x3C,,
18.8093800000,0xC0,,
18.8104300000,0x5C,,
18.8114800000,0x80,,
18.8125300000,0x5C,,
18.8135850000,0xC0,,
18.8146350000,0x5C,,
18.8156850000,0x82,,
18.8167350000,0xCA,,
18.8177850000,0x5C,,
18.8188350000,0x5C,,
18.8198850000,0xC8,,
18.8209400000,0x5C,,
18.8219900000,0xE2,,
18.8230400000,0x7C,,
19.0890950000,0x3C,,
19.0901450000,0xC0,,
19.0911950000,0x5C,,
19.0922500000,0x80,,
19.0933000000,0x5C,,
19.0943500000,0xC0,,
19.0954000000,0x5C,,
19.0964500000,0x82,,
19.0975000000,0xCA,,
19.0985500000,0x5C,,
19.0996050000,0x5C,,
19.1006550000,0xC8,,
19.1017050000,0x5C,,
19.1027550000,0xE2,,
19.1038050000,0x7C,,
19.1964300000,0x3C,,
19.1974800000,0xC0,,
19.1985350000,0x5C,,
19.1995850000,0x80,,
19.2006350000,0x5C,,
19.2016850000,0xC0,,
19.2027350000,0x5C,,
19.2037850000,0x82,,
19.2048350000,0xCA,,
19.2058900000,0x5C,,
19.2069400000,0x5C,,
19.2079900000,0xC8,,
19.2090400000,0x5C,,
19.2100900000,0xE2,,
19.2111400000,0x7C,,
19.2663700000,0x3C,,
19.2674200000,0xC0,,
19.2684700000,0x5C,,
19.2695200000,0x80,,
19.2705700000,0x5C,,
19.2716200000,0x60,,
19.2726750000,0x5C,,
19.2737250000,0x2A,,
19.2747750000,0x0A,,
19.2758250000,0x5C,,
19.2768750000,0x8C,,
19.2779250000,0x1C,,
19.2789750000,0x0C,,
19.2800300000,0x5C,,
19.2810800000,0x9C,,
19.2821300000,0x5C,,
19.2831800000,0xE2,,
19.2842300000,0x7C,,
19.5263650000,0x3C,,
19.5274150000,0xC0,,
19.5284700000,0x5C,,
19.5295200000,0x80,,
19.5305700000,0x5C,,
19.5316200000,0xC0,,
19.5326700000,0x5C,,
19.5337200000,0x82,,
19.5347700000,0xCA,,
19.5358250000,0x5C,,
19.5368750000,0x5C,,
19.5379250000,0xC8,,
19.5389750000,0x5C,,
19.5400250000,0xE2,,
19.5410750000,0x7C,,
19.7951000000,0x3C,,
19.7961500000,0xC0,,
19.7972000000,0x5C,,
19.7982500000,0x80,,
19.7993000000,0x5C,,
19.8003500000,0xC0,,
19.8014000000,0x5C,,
19.8024550000,0x82,,
19.8035050000,0xCA,,
19.8045550000,0x5C,,
19.8056050000,0x5C,,
19.8066550000,0xC8,,
19.8077050000,0x5C,,
19.8087550000,0xE2,,
19.8098100000,0x7C,,
20.3864800000,0x3C,,
20.3875300000,0xC0,,
20.3885850000,0x5C,,
20.3896350000,0x80,,
20.3906850000,0x5C,,
20.3917350000,0xC0,,
20.3927850000,0x5C,,
20.3938350000,0xCA,,
20.3948850000,0x2A,,
20.3959400000,0x5C,,
20.3969900000,0x5C,,
20.3980400000,0x60,,
20.3990900000,0x5C,,
20.4001400000,0xE2,,
20.4011900000,0x7C,,
21.3944350000,0x3C,,
21.3954900000,0xC0,,
21.3965400000,0x5C,,
21.3975900000,0x80,,
21.3986400000,0x5C,,
21.3996900000,0xC0,,
21.4007400000,0x5C,,
21.4017900000,0xCA,,
21.4028400000,0x2A,,
21.4038950000,0x5C,,
21.4049450000,0x5C,,
21.4059950000,0x60,,
21.4070450000,0x5C,,
21.4080950000,0xE2,,
21.4091450000,0x7C,,
22.4019100000,0x3C,,
22.4029650000,0xC0,,
22.4040150000,0x5C,,
22.4050650000,0x80,,
22.4061150000,0x5C,,
22.4071650000,0xC0,,
22.4082150000,0x5C,,
22.4092650000,0xCA,,
22.4103200000,0x2A,,
22.4113700000,0x5C,,
22.4124200000,0x5C,,
22.4134700000,0x60,,
22.4145200000,0x5C,,
22.4155700000,0xE2,,
22.4166200000,0x7C,,
23.4029850000,0x3C,,
23.4040350000,0xC0,,
23.4050850000,0x5C,,
23.4061350000,0x80,,
23.4071900000,0x5C,,
23.4082400000,0xC0,,
23.4092900000,0x5C,,
23.4103400000,0xCA,,
23.4113900000,0x2A,,
23.4124400000,0x5C,,
23.4134900000,0x5C,,
23.4145450000,0x60,,
23.4155950000,0x5C,,
23.4166450000,0xE2,,
23.4176950000,0x7C,,
24.4070700000,0x3C,,
24.4081200000,0xC0,,
24.4091700000,0x5C,,
24.4102250000,0x80,,
24.4112750000,0x5C,,
24.4123250000,0xC0,,
24.4133750000,0x5C,,
24.4144250000,0xCA,,
24.4154750000,0x2A,,
24.4165250000,0x5C,,
24.4175800000,0x5C,,
24.4186300000,0x60,,
24.4196800000,0x5C,,
24.4207300000,0xE2,,
24.4217800000,0x7C,,
