Time [s],Value,Parity Error,Framing Error
14.3567100000,0xF8,,
14.3578550000,0xF8,,
14.3590000000,0x8C,,
14.3601450000,0x4C,,
14.3612900000,0xAC,,
14.3624350000,0xCC,,
14.3635800000,0xAC,,
14.3647250000,0x9C,,
14.3658700000,0x8C,,
14.3670150000,0x8C,,
14.3681600000,0x5C,,
14.3693050000,0x88,,
14.3704500000,0x5C,,
14.3715950000,0xE2,,
14.3727400000,0x7C,,
14.6120900000,0x3C,,
14.6132350000,0x80,,
14.6143800000,0x5C,,
14.6155250000,0xC0,,
14.6166700000,0x5C,,
14.6178150000,0x70,,
14.6189600000,0x5C,,
14.6201050000,0x60,,
14.6212500000,0x5C,,
14.6223950000,0x82,,
14.6235400000,0xCA,,
14.6246850000,0xF8,,
14.6258300000,0xF8,,
14.6269750000,0x8C,,
14.6281200000,0x8C,,
14.6292650000,0x1C,,
14.6304100000,0xCC,,
14.6315550000,0xAC,,
14.6327000000,0x9C,,
14.6338450000,0x8C,,
14.6349900000,0x8C,,
14.6361350000,0x5C,,
14.6372800000,0xF8,,
14.6384250000,0x5C,,
14.6395750000,0xE2,,
14.6407200000,0x7C,,
14.8698650000,0x3C,,
14.8710100000,0x80,,
14.8721550000,0x5C,,
14.8733050000,0xC0,,
14.8744500000,0x5C,,
14.8755950000,0x70,,
14.8767400000,0x5C,,
14.8778850000,0x60,,
14.8790300000,0x5C,,
14.8801750000,0x82,,
14.8813200000,0xCA,,
14.8824650000,0xF8,,
14.8836100000,0xF8,,
14.8847550000,0x8C,,
14.8859000000,0x8C,,
14.8870450000,0x8C,,
14.8881900000,0xCC,,
14.8893350000,0xAC,,
14.8904800000,0x9C,,
14.8916250000,0x8C,,
14.8927700000,0x8C,,
14.8939150000,0x5C,,
14.8950600000,0x68,,
14.8962050000,0x5C,,
14.8973500000,0xE2,,
14.8984950000,0x7C,,
15.1275400000,0x3C,,
15.1286850000,0x80,,
15.1298300000,0x5C,,
15.1309750000,0xC0,,
15.1321200000,0x5C,,
15.1332650000,0x70,,
15.1344100000,0x5C,,
15.1355550000,0x60,,
15.1367000000,0x5C,,
15.1378450000,0x82,,
15.1389900000,0xCA,,
15.1401350000,0xF8,,
15.1412800000,0xF8,,
15.1424250000,0x8C,,
15.1435700000,0x0C,,
15.1447150000,0x2C,,
15.1458600000,0xCC,,
15.1470050000,0xAC,,
15.1481500000,0x9C,,
15.1493000000,0x8C,,
15.1504450000,0x8C,,
15.1515900000,0x5C,,
15.1527350000,0x48,,
15.1538800000,0x5C,,
15.1550250000,0xE2,,
15.1561700000,0x7C,,
15.3852150000,0x3C,,
15.3863600000,0x80,,
15.3875050000,0x5C,,
15.3886500000,0xC0,,
15.3897950000,0x5C,,
15.3909400000,0x70,,
15.3920850000,0x5C,,
15.3932300000,0x60,,
15.3943750000,0x5C,,
15.3955200000,0x82,,
15.3966650000,0xCA,,
15.3978100000,0xF8,,
15.3989550000,0xF8,,
15.4001000000,0x0C,,
15.4012450000,0x9C,,
15.4023900000,0x1C,,
